"","truth","N","ICC","rsr","assumed","estimator","tail_p","quantile","diff"
"2315","Gaussian","N = 200","ICC = 0.1","R = 1","T","CB","0.75",0.8147,0.0647
"2316","Gaussian","N = 200","ICC = 0.1","R = 1","T","CB","0.9",0.9331,0.0331
"2317","Gaussian","N = 200","ICC = 0.1","R = 1","T","CB","0.95",0.96375,0.01375
"2318","Gaussian","N = 200","ICC = 0.1","R = 1","T","GR","0.05",0.0392,-0.0108
"2319","Gaussian","N = 200","ICC = 0.1","R = 1","T","GR","0.1",0.06245,-0.03755
"2320","Gaussian","N = 200","ICC = 0.1","R = 1","T","GR","0.25",0.1502,-0.0998
"2321","Gaussian","N = 200","ICC = 0.1","R = 1","T","GR","0.5",0.493,-0.007
"2322","Gaussian","N = 200","ICC = 0.1","R = 1","T","GR","0.75",0.85005,0.10005
"2323","Gaussian","N = 200","ICC = 0.1","R = 1","T","GR","0.9",0.939,0.039
"2324","Gaussian","N = 200","ICC = 0.1","R = 1","T","GR","0.95",0.96225,0.01225
"2325","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","ML","0.05",0.303,0.253
"2326","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","ML","0.1",0.34375,0.24375
"2327","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","ML","0.25",0.4164,0.1664
"2328","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","ML","0.5",0.4987,-0.0013
"2329","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","ML","0.75",0.58165,-0.16835
"2330","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","ML","0.9",0.65375,-0.24625
"2331","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","ML","0.95",0.696,-0.254
"2332","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","PM","0.05",0.0376,-0.0124
"2333","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","PM","0.1",0.0828,-0.0172
"2334","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","PM","0.25",0.2322,-0.0178
"2335","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","PM","0.5",0.4879,-0.0121
"2336","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","PM","0.75",0.759,0.009
"2337","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","PM","0.9",0.9159,0.0159
"2338","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","PM","0.95",0.9634,0.0134
"2339","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","CB","0.05",0.1712,0.1212
"2340","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","CB","0.1",0.2305,0.1305
"2341","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","CB","0.25",0.34865,0.09865
"2342","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","CB","0.5",0.4961,-0.0039
"2343","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","CB","0.75",0.64335,-0.10665
"2344","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","CB","0.9",0.76295,-0.13705
"2345","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","CB","0.95",0.82265,-0.12735
"2346","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","GR","0.05",0.16825,0.11825
"2347","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","GR","0.1",0.22485,0.12485
"2348","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","GR","0.25",0.34255,0.09255
"2349","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","GR","0.5",0.496,-0.004
"2350","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","GR","0.75",0.65095,-0.09905
"2351","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","GR","0.9",0.7706,-0.1294
"2352","Gaussian","N = 200","ICC = 0.1","R = 1","DP-diffuse","GR","0.95",0.8287,-0.1213
"2353","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","ML","0.05",0.2932,0.2432
"2354","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","ML","0.1",0.3338,0.2338
"2355","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","ML","0.25",0.40895,0.15895
"2356","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","ML","0.5",0.4985,-0.0015
"2357","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","ML","0.75",0.59275,-0.15725
"2358","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","ML","0.9",0.6653,-0.2347
"2359","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","ML","0.95",0.7061,-0.2439
"2360","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","PM","0.05",0.0019,-0.0481
"2361","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","PM","0.1",0.00615,-0.09385
"2362","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","PM","0.25",0.03995,-0.21005
"2363","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","PM","0.5",0.54945,0.04945
"2364","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","PM","0.75",0.961549999999999,0.21155
"2365","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","PM","0.9",0.994,0.094
"2366","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","PM","0.95",0.9983,0.0483
"2367","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","CB","0.05",0.0414,-0.0086
"2368","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","CB","0.1",0.0698,-0.0302
"2369","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","CB","0.25",0.1742,-0.0758
"2370","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","CB","0.5",0.5142,0.0142
"2371","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","CB","0.75",0.8361,0.0861
"2372","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","CB","0.9",0.9329,0.0329
"2373","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","CB","0.95",0.96055,0.01055
"2374","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","GR","0.05",0.044,-0.006
"2375","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","GR","0.1",0.0749999999999999,-0.025
"2376","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","GR","0.25",0.1746,-0.0754
"2377","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","GR","0.5",0.51855,0.01855
"2378","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","GR","0.75",0.8333,0.0833
"2379","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","GR","0.9",0.92845,0.02845
"2380","Gaussian","N = 200","ICC = 0.1","R = 5","Gaussian","GR","0.95",0.95725,0.00725
"2381","Gaussian","N = 200","ICC = 0.1","R = 5","T","ML","0.05",0.2932,0.2432
"2382","Gaussian","N = 200","ICC = 0.1","R = 5","T","ML","0.1",0.3338,0.2338
"2383","Gaussian","N = 200","ICC = 0.1","R = 5","T","ML","0.25",0.40895,0.15895
"2384","Gaussian","N = 200","ICC = 0.1","R = 5","T","ML","0.5",0.4985,-0.0015
"2385","Gaussian","N = 200","ICC = 0.1","R = 5","T","ML","0.75",0.59275,-0.15725
"2386","Gaussian","N = 200","ICC = 0.1","R = 5","T","ML","0.9",0.6653,-0.2347
"2387","Gaussian","N = 200","ICC = 0.1","R = 5","T","ML","0.95",0.7061,-0.2439
"2388","Gaussian","N = 200","ICC = 0.1","R = 5","T","PM","0.05",0.0024,-0.0476
"2389","Gaussian","N = 200","ICC = 0.1","R = 5","T","PM","0.1",0.00605,-0.09395
"2390","Gaussian","N = 200","ICC = 0.1","R = 5","T","PM","0.25",0.0372,-0.2128
"2391","Gaussian","N = 200","ICC = 0.1","R = 5","T","PM","0.5",0.546,0.046
"2392","Gaussian","N = 200","ICC = 0.1","R = 5","T","PM","0.75",0.9669,0.2169
"2393","Gaussian","N = 200","ICC = 0.1","R = 5","T","PM","0.9",0.99455,0.09455
"2394","Gaussian","N = 200","ICC = 0.1","R = 5","T","PM","0.95",0.99815,0.04815
"2395","Gaussian","N = 200","ICC = 0.1","R = 5","T","CB","0.05",0.0388,-0.0112
"2396","Gaussian","N = 200","ICC = 0.1","R = 5","T","CB","0.1",0.06395,-0.03605
"2397","Gaussian","N = 200","ICC = 0.1","R = 5","T","CB","0.25",0.16465,-0.08535
"2398","Gaussian","N = 200","ICC = 0.1","R = 5","T","CB","0.5",0.5083,0.0083
"2399","Gaussian","N = 200","ICC = 0.1","R = 5","T","CB","0.75",0.848649999999999,0.09865
"2400","Gaussian","N = 200","ICC = 0.1","R = 5","T","CB","0.9",0.9403,0.0403
"2401","Gaussian","N = 200","ICC = 0.1","R = 5","T","CB","0.95",0.9648,0.0148
"2402","Gaussian","N = 200","ICC = 0.1","R = 5","T","GR","0.05",0.0401,-0.0099
"2403","Gaussian","N = 200","ICC = 0.1","R = 5","T","GR","0.1",0.06665,-0.03335
"2404","Gaussian","N = 200","ICC = 0.1","R = 5","T","GR","0.25",0.1607,-0.0893
"2405","Gaussian","N = 200","ICC = 0.1","R = 5","T","GR","0.5",0.5101,0.0101
"2406","Gaussian","N = 200","ICC = 0.1","R = 5","T","GR","0.75",0.85055,0.10055
"2407","Gaussian","N = 200","ICC = 0.1","R = 5","T","GR","0.9",0.93815,0.03815
"2408","Gaussian","N = 200","ICC = 0.1","R = 5","T","GR","0.95",0.96325,0.01325
"2409","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","ML","0.05",0.2932,0.2432
"2410","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","ML","0.1",0.3338,0.2338
"2411","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","ML","0.25",0.40895,0.15895
"2412","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","ML","0.5",0.4985,-0.0015
"2413","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","ML","0.75",0.59275,-0.15725
"2414","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","ML","0.9",0.6653,-0.2347
"2415","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","ML","0.95",0.7061,-0.2439
"2416","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","PM","0.05",0.02445,-0.02555
"2417","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","PM","0.1",0.06095,-0.03905
"2418","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","PM","0.25",0.22445,-0.02555
"2419","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","PM","0.5",0.54995,0.04995
"2420","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","PM","0.75",0.8151,0.0651
"2421","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","PM","0.9",0.9482,0.0482
"2422","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","PM","0.95",0.9788,0.0288
"2423","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","CB","0.05",0.14665,0.09665
"2424","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","CB","0.1",0.2094,0.1094
"2425","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","CB","0.25",0.34015,0.09015
"2426","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","CB","0.5",0.51955,0.01955
"2427","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","CB","0.75",0.69175,-0.05825
"2428","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","CB","0.9",0.8123,-0.0877
"2429","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","CB","0.95",0.86725,-0.08275
"2430","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","GR","0.05",0.153,0.103
"2431","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","GR","0.1",0.2127,0.1127
"2432","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","GR","0.25",0.3422,0.0922
"2433","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","GR","0.5",0.51555,0.01555
"2434","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","GR","0.75",0.6867,-0.0633
"2435","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","GR","0.9",0.8106,-0.0894
"2436","Gaussian","N = 200","ICC = 0.1","R = 5","DP-diffuse","GR","0.95",0.8659,-0.0841
"2437","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","ML","0.05",0.28785,0.23785
"2438","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","ML","0.1",0.33055,0.23055
"2439","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","ML","0.25",0.40885,0.15885
"2440","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","ML","0.5",0.5034,0.0034
"2441","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","ML","0.75",0.5952,-0.1548
"2442","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","ML","0.9",0.66945,-0.23055
"2443","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","ML","0.95",0.7117,-0.2383
"2444","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","PM","0.05",0.003,-0.047
"2445","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","PM","0.1",0.00775,-0.09225
"2446","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","PM","0.25",0.0502,-0.1998
"2447","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","PM","0.5",0.54575,0.04575
"2448","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","PM","0.75",0.959499999999999,0.2095
"2449","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","PM","0.9",0.99365,0.09365
"2450","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","PM","0.95",0.9976,0.0476
"2451","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","CB","0.05",0.04395,-0.00605
"2452","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","CB","0.1",0.07295,-0.02705
"2453","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","CB","0.25",0.17595,-0.07405
"2454","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","CB","0.5",0.5229,0.0229
"2455","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","CB","0.75",0.8397,0.0897
"2456","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","CB","0.9",0.9327,0.0327
"2457","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","CB","0.95",0.95865,0.00865
"2458","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","GR","0.05",0.0472,-0.0028
"2459","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","GR","0.1",0.0841,-0.0159
"2460","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","GR","0.25",0.2041,-0.0459
"2461","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","GR","0.5",0.5197,0.0197
"2462","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","GR","0.75",0.8128,0.0628
"2463","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","GR","0.9",0.9238,0.0238
"2464","Gaussian","N = 200","ICC = 0.1","R = 10","Gaussian","GR","0.95",0.9577,0.0077
"2465","Gaussian","N = 200","ICC = 0.1","R = 10","T","ML","0.05",0.28785,0.23785
"2466","Gaussian","N = 200","ICC = 0.1","R = 10","T","ML","0.1",0.33055,0.23055
"2467","Gaussian","N = 200","ICC = 0.1","R = 10","T","ML","0.25",0.40885,0.15885
"2468","Gaussian","N = 200","ICC = 0.1","R = 10","T","ML","0.5",0.5034,0.0034
"2469","Gaussian","N = 200","ICC = 0.1","R = 10","T","ML","0.75",0.5952,-0.1548
"2470","Gaussian","N = 200","ICC = 0.1","R = 10","T","ML","0.9",0.66945,-0.23055
"2471","Gaussian","N = 200","ICC = 0.1","R = 10","T","ML","0.95",0.7117,-0.2383
"2472","Gaussian","N = 200","ICC = 0.1","R = 10","T","PM","0.05",0.00335,-0.04665
"2473","Gaussian","N = 200","ICC = 0.1","R = 10","T","PM","0.1",0.008,-0.092
"2474","Gaussian","N = 200","ICC = 0.1","R = 10","T","PM","0.25",0.0443,-0.2057
"2475","Gaussian","N = 200","ICC = 0.1","R = 10","T","PM","0.5",0.54405,0.04405
"2476","Gaussian","N = 200","ICC = 0.1","R = 10","T","PM","0.75",0.9625,0.2125
"2477","Gaussian","N = 200","ICC = 0.1","R = 10","T","PM","0.9",0.9931,0.0931
"2478","Gaussian","N = 200","ICC = 0.1","R = 10","T","PM","0.95",0.99705,0.04705
"2479","Gaussian","N = 200","ICC = 0.1","R = 10","T","CB","0.05",0.0397,-0.0103
"2480","Gaussian","N = 200","ICC = 0.1","R = 10","T","CB","0.1",0.0663,-0.0337
"2481","Gaussian","N = 200","ICC = 0.1","R = 10","T","CB","0.25",0.1692,-0.0808
"2482","Gaussian","N = 200","ICC = 0.1","R = 10","T","CB","0.5",0.5255,0.0255
"2483","Gaussian","N = 200","ICC = 0.1","R = 10","T","CB","0.75",0.8455,0.0955
"2484","Gaussian","N = 200","ICC = 0.1","R = 10","T","CB","0.9",0.936600000000001,0.0366
"2485","Gaussian","N = 200","ICC = 0.1","R = 10","T","CB","0.95",0.961649999999999,0.01165
"2486","Gaussian","N = 200","ICC = 0.1","R = 10","T","GR","0.05",0.04335,-0.00665
"2487","Gaussian","N = 200","ICC = 0.1","R = 10","T","GR","0.1",0.0749,-0.0251
"2488","Gaussian","N = 200","ICC = 0.1","R = 10","T","GR","0.25",0.1871,-0.0629
"2489","Gaussian","N = 200","ICC = 0.1","R = 10","T","GR","0.5",0.52325,0.02325
"2490","Gaussian","N = 200","ICC = 0.1","R = 10","T","GR","0.75",0.82775,0.07775
"2491","Gaussian","N = 200","ICC = 0.1","R = 10","T","GR","0.9",0.9308,0.0308
"2492","Gaussian","N = 200","ICC = 0.1","R = 10","T","GR","0.95",0.96005,0.01005
"2493","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","ML","0.05",0.28785,0.23785
"2494","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","ML","0.1",0.33055,0.23055
"2495","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","ML","0.25",0.40885,0.15885
"2496","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","ML","0.5",0.5034,0.0034
"2497","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","ML","0.75",0.5952,-0.1548
"2498","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","ML","0.9",0.66945,-0.23055
"2499","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","ML","0.95",0.7117,-0.2383
"2500","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","PM","0.05",0.0191,-0.0309
"2501","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","PM","0.1",0.0492,-0.0508
"2502","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","PM","0.25",0.2091,-0.0409
"2503","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","PM","0.5",0.55215,0.05215
"2504","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","PM","0.75",0.84625,0.09625
"2505","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","PM","0.9",0.963349999999999,0.06335
"2506","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","PM","0.95",0.98595,0.03595
"2507","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","CB","0.05",0.1285,0.0785
"2508","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","CB","0.1",0.1854,0.0854
"2509","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","CB","0.25",0.3274,0.0774
"2510","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","CB","0.5",0.52815,0.02815
"2511","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","CB","0.75",0.71725,-0.03275
"2512","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","CB","0.9",0.8411,-0.0589
"2513","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","CB","0.95",0.89,-0.06
"2514","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","GR","0.05",0.13605,0.08605
"2515","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","GR","0.1",0.1968,0.0968
"2516","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","GR","0.25",0.3335,0.0835
"2517","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","GR","0.5",0.52225,0.02225
"2518","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","GR","0.75",0.7052,-0.0448
"2519","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","GR","0.9",0.8318,-0.0682
"2520","Gaussian","N = 200","ICC = 0.1","R = 10","DP-diffuse","GR","0.95",0.88595,-0.06405
"2521","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","ML","0.05",0.1252,0.0752
"2522","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","ML","0.1",0.18495,0.08495
"2523","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","ML","0.25",0.316,0.066
"2524","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","ML","0.5",0.50115,0.00115
"2525","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","ML","0.75",0.68395,-0.06605
"2526","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","ML","0.9",0.8171,-0.0829
"2527","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","ML","0.95",0.88005,-0.06995
"2528","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","PM","0.05",0.01135,-0.03865
"2529","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","PM","0.1",0.03655,-0.06345
"2530","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","PM","0.25",0.1685,-0.0815
"2531","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","PM","0.5",0.5012,0.0012
"2532","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","PM","0.75",0.8342,0.0842
"2533","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","PM","0.9",0.9629,0.0629
"2534","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","PM","0.95",0.98835,0.03835
"2535","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","CB","0.05",0.0514,0.0014
"2536","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","CB","0.1",0.1004,4e-04
"2537","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","CB","0.25",0.2498,-2e-04
"2538","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","CB","0.5",0.50135,0.00135
"2539","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","CB","0.75",0.7532,0.0032
"2540","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","CB","0.9",0.9024,0.0024
"2541","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","CB","0.95",0.9498,-2e-04
"2542","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","GR","0.05",0.05045,0.00045
"2543","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","GR","0.1",0.09895,-0.00105
"2544","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","GR","0.25",0.24715,-0.00285
"2545","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","GR","0.5",0.5015,0.0015
"2546","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","GR","0.75",0.7553,0.0053
"2547","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","GR","0.9",0.90215,0.00215
"2548","Gaussian","N = 200","ICC = 0.5","R = 1","Gaussian","GR","0.95",0.95005,5e-05
"2549","Gaussian","N = 200","ICC = 0.5","R = 1","T","ML","0.05",0.1252,0.0752
"2550","Gaussian","N = 200","ICC = 0.5","R = 1","T","ML","0.1",0.18495,0.08495
"2551","Gaussian","N = 200","ICC = 0.5","R = 1","T","ML","0.25",0.316,0.066
"2552","Gaussian","N = 200","ICC = 0.5","R = 1","T","ML","0.5",0.50115,0.00115
"2553","Gaussian","N = 200","ICC = 0.5","R = 1","T","ML","0.75",0.68395,-0.06605
"2554","Gaussian","N = 200","ICC = 0.5","R = 1","T","ML","0.9",0.8171,-0.0829
"2555","Gaussian","N = 200","ICC = 0.5","R = 1","T","ML","0.95",0.88005,-0.06995
"2556","Gaussian","N = 200","ICC = 0.5","R = 1","T","PM","0.05",0.0147,-0.0353
"2557","Gaussian","N = 200","ICC = 0.5","R = 1","T","PM","0.1",0.03585,-0.06415
"2558","Gaussian","N = 200","ICC = 0.5","R = 1","T","PM","0.25",0.1507,-0.0993
"2559","Gaussian","N = 200","ICC = 0.5","R = 1","T","PM","0.5",0.5006,6e-04
"2560","Gaussian","N = 200","ICC = 0.5","R = 1","T","PM","0.75",0.8533,0.1033
"2561","Gaussian","N = 200","ICC = 0.5","R = 1","T","PM","0.9",0.963599999999999,0.0636
"2562","Gaussian","N = 200","ICC = 0.5","R = 1","T","PM","0.95",0.984599999999999,0.0346
"2563","Gaussian","N = 200","ICC = 0.5","R = 1","T","CB","0.05",0.04815,-0.00185
"2564","Gaussian","N = 200","ICC = 0.5","R = 1","T","CB","0.1",0.08895,-0.01105
"2565","Gaussian","N = 200","ICC = 0.5","R = 1","T","CB","0.25",0.2287,-0.0213
"2566","Gaussian","N = 200","ICC = 0.5","R = 1","T","CB","0.5",0.50045,0.00045
"2567","Gaussian","N = 200","ICC = 0.5","R = 1","T","CB","0.75",0.776,0.026
"2568","Gaussian","N = 200","ICC = 0.5","R = 1","T","CB","0.9",0.9131,0.0131
"2569","Gaussian","N = 200","ICC = 0.5","R = 1","T","CB","0.95",0.952,0.002
"2570","Gaussian","N = 200","ICC = 0.5","R = 1","T","GR","0.05",0.04835,-0.00165
"2571","Gaussian","N = 200","ICC = 0.5","R = 1","T","GR","0.1",0.089,-0.011
"2572","Gaussian","N = 200","ICC = 0.5","R = 1","T","GR","0.25",0.22725,-0.02275
"2573","Gaussian","N = 200","ICC = 0.5","R = 1","T","GR","0.5",0.5017,0.0017
"2574","Gaussian","N = 200","ICC = 0.5","R = 1","T","GR","0.75",0.77495,0.02495
"2575","Gaussian","N = 200","ICC = 0.5","R = 1","T","GR","0.9",0.9119,0.0119
"2576","Gaussian","N = 200","ICC = 0.5","R = 1","T","GR","0.95",0.9522,0.0022
"2577","Gaussian","N = 200","ICC = 0.5","R = 1","DP-diffuse","ML","0.05",0.1252,0.0752
"2578","Gaussian","N = 200","ICC = 0.5","R = 1","DP-diffuse","ML","0.1",0.18495,0.08495
"2579","Gaussian","N = 200","ICC = 0.5","R = 1","DP-diffuse","ML","0.25",0.316,0.066
"2580","Gaussian","N = 200","ICC = 0.5","R = 1","DP-diffuse","ML","0.5",0.50115,0.00115
"2581","Gaussian","N = 200","ICC = 0.5","R = 1","DP-diffuse","ML","0.75",0.68395,-0.06605
"2582","Gaussian","N = 200","ICC = 0.5","R = 1","DP-diffuse","ML","0.9",0.8171,-0.0829
"2583","Gaussian","N = 200","ICC = 0.5","R = 1","DP-diffuse","ML","0.95",0.88005,-0.06995
"2584","Gaussian","N = 200","ICC = 0.5","R = 1","DP-diffuse","PM","0.05",0.017,-0.033
