"","truth","N","ICC","rsr","assumed","estimator","tail_p","quantile","diff"
"15432","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","ML","0.5",0.444,-0.056
"15433","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","ML","0.75",0.7364,-0.0136
"15434","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","ML","0.9",0.848,-0.052
"15435","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","ML","0.95",0.8828,-0.0672
"15436","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","PM","0.05",0.024,-0.026
"15437","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","PM","0.1",0.0532,-0.0468
"15438","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","PM","0.25",0.1384,-0.1116
"15439","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","PM","0.5",0.3628,-0.1372
"15440","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","PM","0.75",0.862,0.112
"15441","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","PM","0.9",0.9548,0.0548
"15442","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","PM","0.95",0.9724,0.0224
"15443","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","CB","0.05",0.0852000000000001,0.0352
"15444","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","CB","0.1",0.1268,0.0268
"15445","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","CB","0.25",0.2248,-0.0252
"15446","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","CB","0.5",0.4284,-0.0716
"15447","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","CB","0.75",0.800000000000001,0.05
"15448","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","CB","0.9",0.9076,0.0076
"15449","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","CB","0.95",0.9336,-0.0164
"15450","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","GR","0.05",0.0912,0.0412
"15451","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","GR","0.1",0.128,0.028
"15452","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","GR","0.25",0.2224,-0.0276
"15453","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","GR","0.5",0.3972,-0.1028
"15454","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","GR","0.75",0.805600000000001,0.0556
"15455","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","GR","0.9",0.9172,0.0172
"15456","Mixed","N = 25","ICC = 0.5","R = 1","DP-diffuse","GR","0.95",0.9408,-0.0092
"15457","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","ML","0.05",0.1972,0.1472
"15458","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","ML","0.1",0.252,0.152
"15459","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","ML","0.25",0.3388,0.0888
"15460","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","ML","0.5",0.4712,-0.0288
"15461","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","ML","0.75",0.7432,-0.0068
"15462","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","ML","0.9",0.8488,-0.0512
"15463","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","ML","0.95",0.8748,-0.0752
"15464","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","PM","0.05",0.0356,-0.0144
"15465","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","PM","0.1",0.056,-0.044
"15466","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","PM","0.25",0.1572,-0.0928
"15467","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","PM","0.5",0.3892,-0.1108
"15468","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","PM","0.75",0.89,0.14
"15469","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","PM","0.9",0.9612,0.0612
"15470","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","PM","0.95",0.9788,0.0288
"15471","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","CB","0.05",0.0924,0.0424
"15472","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","CB","0.1",0.1348,0.0348
"15473","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","CB","0.25",0.2336,-0.0164
"15474","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","CB","0.5",0.4336,-0.0664
"15475","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","CB","0.75",0.834,0.084
"15476","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","CB","0.9",0.9276,0.0276
"15477","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","CB","0.95",0.9456,-0.0044
"15478","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","GR","0.05",0.0964,0.0464
"15479","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","GR","0.1",0.1332,0.0332
"15480","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","GR","0.25",0.2256,-0.0244
"15481","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","GR","0.5",0.408,-0.092
"15482","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","GR","0.75",0.8392,0.0892
"15483","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","GR","0.9",0.9328,0.0328
"15484","Mixed","N = 25","ICC = 0.5","R = 5","Gaussian","GR","0.95",0.9532,0.0032
"15485","Mixed","N = 25","ICC = 0.5","R = 5","T","ML","0.05",0.1972,0.1472
"15486","Mixed","N = 25","ICC = 0.5","R = 5","T","ML","0.1",0.252,0.152
"15487","Mixed","N = 25","ICC = 0.5","R = 5","T","ML","0.25",0.3388,0.0888
"15488","Mixed","N = 25","ICC = 0.5","R = 5","T","ML","0.5",0.4712,-0.0288
"15489","Mixed","N = 25","ICC = 0.5","R = 5","T","ML","0.75",0.7432,-0.0068
"15490","Mixed","N = 25","ICC = 0.5","R = 5","T","ML","0.9",0.8488,-0.0512
"15491","Mixed","N = 25","ICC = 0.5","R = 5","T","ML","0.95",0.8748,-0.0752
"15492","Mixed","N = 25","ICC = 0.5","R = 5","T","PM","0.05",0.0328,-0.0172
"15493","Mixed","N = 25","ICC = 0.5","R = 5","T","PM","0.1",0.0556,-0.0444
"15494","Mixed","N = 25","ICC = 0.5","R = 5","T","PM","0.25",0.1524,-0.0976
"15495","Mixed","N = 25","ICC = 0.5","R = 5","T","PM","0.5",0.3984,-0.1016
"15496","Mixed","N = 25","ICC = 0.5","R = 5","T","PM","0.75",0.8976,0.1476
"15497","Mixed","N = 25","ICC = 0.5","R = 5","T","PM","0.9",0.9608,0.0608
"15498","Mixed","N = 25","ICC = 0.5","R = 5","T","PM","0.95",0.974799999999999,0.0248
"15499","Mixed","N = 25","ICC = 0.5","R = 5","T","CB","0.05",0.0896,0.0396
"15500","Mixed","N = 25","ICC = 0.5","R = 5","T","CB","0.1",0.1268,0.0268
"15501","Mixed","N = 25","ICC = 0.5","R = 5","T","CB","0.25",0.232,-0.018
"15502","Mixed","N = 25","ICC = 0.5","R = 5","T","CB","0.5",0.4416,-0.0584
"15503","Mixed","N = 25","ICC = 0.5","R = 5","T","CB","0.75",0.8408,0.0908
"15504","Mixed","N = 25","ICC = 0.5","R = 5","T","CB","0.9",0.9304,0.0304
"15505","Mixed","N = 25","ICC = 0.5","R = 5","T","CB","0.95",0.9444,-0.0056
"15506","Mixed","N = 25","ICC = 0.5","R = 5","T","GR","0.05",0.0924,0.0424
"15507","Mixed","N = 25","ICC = 0.5","R = 5","T","GR","0.1",0.1276,0.0276
"15508","Mixed","N = 25","ICC = 0.5","R = 5","T","GR","0.25",0.2208,-0.0292
"15509","Mixed","N = 25","ICC = 0.5","R = 5","T","GR","0.5",0.4096,-0.0904
"15510","Mixed","N = 25","ICC = 0.5","R = 5","T","GR","0.75",0.8468,0.0968
"15511","Mixed","N = 25","ICC = 0.5","R = 5","T","GR","0.9",0.9332,0.0332
"15512","Mixed","N = 25","ICC = 0.5","R = 5","T","GR","0.95",0.9528,0.0028
"15513","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","ML","0.05",0.1972,0.1472
"15514","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","ML","0.1",0.252,0.152
"15515","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","ML","0.25",0.3388,0.0888
"15516","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","ML","0.5",0.4712,-0.0288
"15517","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","ML","0.75",0.7432,-0.0068
"15518","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","ML","0.9",0.8488,-0.0512
"15519","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","ML","0.95",0.8748,-0.0752
"15520","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","PM","0.05",0.0228,-0.0272
"15521","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","PM","0.1",0.0544,-0.0456
"15522","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","PM","0.25",0.166,-0.084
"15523","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","PM","0.5",0.4212,-0.0788
"15524","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","PM","0.75",0.8776,0.1276
"15525","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","PM","0.9",0.9552,0.0552
"15526","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","PM","0.95",0.9724,0.0224
"15527","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","CB","0.05",0.0832,0.0332
"15528","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","CB","0.1",0.13,0.03
"15529","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","CB","0.25",0.2608,0.0108
"15530","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","CB","0.5",0.4672,-0.0328
"15531","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","CB","0.75",0.82,0.07
"15532","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","CB","0.9",0.916,0.016
"15533","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","CB","0.95",0.9352,-0.0148
"15534","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","GR","0.05",0.088,0.038
"15535","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","GR","0.1",0.1312,0.0312
"15536","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","GR","0.25",0.2508,8e-04
"15537","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","GR","0.5",0.4504,-0.0496
"15538","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","GR","0.75",0.819600000000001,0.0696
"15539","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","GR","0.9",0.9184,0.0184
"15540","Mixed","N = 25","ICC = 0.5","R = 5","DP-diffuse","GR","0.95",0.9444,-0.0056
"15541","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","ML","0.05",0.1872,0.1372
"15542","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","ML","0.1",0.226,0.126
"15543","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","ML","0.25",0.3124,0.0624
"15544","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","ML","0.5",0.4448,-0.0552
"15545","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","ML","0.75",0.722,-0.028
"15546","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","ML","0.9",0.8236,-0.0764
"15547","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","ML","0.95",0.8552,-0.0948
"15548","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","PM","0.05",0.0296,-0.0204
"15549","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","PM","0.1",0.0484,-0.0516
"15550","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","PM","0.25",0.1312,-0.1188
"15551","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","PM","0.5",0.3564,-0.1436
"15552","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","PM","0.75",0.868,0.118
"15553","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","PM","0.9",0.9524,0.0524
"15554","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","PM","0.95",0.97,0.02
"15555","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","CB","0.05",0.0852,0.0352
"15556","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","CB","0.1",0.1256,0.0256
"15557","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","CB","0.25",0.2184,-0.0316
"15558","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","CB","0.5",0.4024,-0.0976
"15559","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","CB","0.75",0.8244,0.0744
"15560","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","CB","0.9",0.9068,0.0068
"15561","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","CB","0.95",0.926,-0.024
"15562","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","GR","0.05",0.09,0.04
"15563","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","GR","0.1",0.1248,0.0248
"15564","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","GR","0.25",0.2156,-0.0344
"15565","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","GR","0.5",0.3956,-0.1044
"15566","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","GR","0.75",0.807600000000001,0.0576
"15567","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","GR","0.9",0.9144,0.0144
"15568","Mixed","N = 25","ICC = 0.5","R = 10","Gaussian","GR","0.95",0.9392,-0.0108
"15569","Mixed","N = 25","ICC = 0.5","R = 10","T","ML","0.05",0.1872,0.1372
"15570","Mixed","N = 25","ICC = 0.5","R = 10","T","ML","0.1",0.226,0.126
"15571","Mixed","N = 25","ICC = 0.5","R = 10","T","ML","0.25",0.3124,0.0624
"15572","Mixed","N = 25","ICC = 0.5","R = 10","T","ML","0.5",0.4448,-0.0552
"15573","Mixed","N = 25","ICC = 0.5","R = 10","T","ML","0.75",0.722,-0.028
"15574","Mixed","N = 25","ICC = 0.5","R = 10","T","ML","0.9",0.8236,-0.0764
"15575","Mixed","N = 25","ICC = 0.5","R = 10","T","ML","0.95",0.8552,-0.0948
"15576","Mixed","N = 25","ICC = 0.5","R = 10","T","PM","0.05",0.03,-0.02
"15577","Mixed","N = 25","ICC = 0.5","R = 10","T","PM","0.1",0.0484,-0.0516
"15578","Mixed","N = 25","ICC = 0.5","R = 10","T","PM","0.25",0.1272,-0.1228
"15579","Mixed","N = 25","ICC = 0.5","R = 10","T","PM","0.5",0.3612,-0.1388
"15580","Mixed","N = 25","ICC = 0.5","R = 10","T","PM","0.75",0.8724,0.1224
"15581","Mixed","N = 25","ICC = 0.5","R = 10","T","PM","0.9",0.952,0.052
"15582","Mixed","N = 25","ICC = 0.5","R = 10","T","PM","0.95",0.97,0.02
"15583","Mixed","N = 25","ICC = 0.5","R = 10","T","CB","0.05",0.0816,0.0316
"15584","Mixed","N = 25","ICC = 0.5","R = 10","T","CB","0.1",0.1264,0.0264
"15585","Mixed","N = 25","ICC = 0.5","R = 10","T","CB","0.25",0.2152,-0.0348
"15586","Mixed","N = 25","ICC = 0.5","R = 10","T","CB","0.5",0.4132,-0.0868
"15587","Mixed","N = 25","ICC = 0.5","R = 10","T","CB","0.75",0.8308,0.0808
"15588","Mixed","N = 25","ICC = 0.5","R = 10","T","CB","0.9",0.9088,0.0088
"15589","Mixed","N = 25","ICC = 0.5","R = 10","T","CB","0.95",0.9252,-0.0248
"15590","Mixed","N = 25","ICC = 0.5","R = 10","T","GR","0.05",0.0892,0.0392
"15591","Mixed","N = 25","ICC = 0.5","R = 10","T","GR","0.1",0.124,0.024
"15592","Mixed","N = 25","ICC = 0.5","R = 10","T","GR","0.25",0.2124,-0.0376
"15593","Mixed","N = 25","ICC = 0.5","R = 10","T","GR","0.5",0.3964,-0.1036
"15594","Mixed","N = 25","ICC = 0.5","R = 10","T","GR","0.75",0.8144,0.0644
"15595","Mixed","N = 25","ICC = 0.5","R = 10","T","GR","0.9",0.9164,0.0164
"15596","Mixed","N = 25","ICC = 0.5","R = 10","T","GR","0.95",0.9416,-0.0084
"15597","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","ML","0.05",0.1872,0.1372
"15598","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","ML","0.1",0.226,0.126
"15599","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","ML","0.25",0.3124,0.0624
"15600","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","ML","0.5",0.4448,-0.0552
"15601","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","ML","0.75",0.722,-0.028
"15602","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","ML","0.9",0.8236,-0.0764
"15603","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","ML","0.95",0.8552,-0.0948
"15604","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","PM","0.05",0.0232,-0.0268
"15605","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","PM","0.1",0.0412,-0.0588
"15606","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","PM","0.25",0.124,-0.126
"15607","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","PM","0.5",0.3784,-0.1216
"15608","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","PM","0.75",0.854,0.104
"15609","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","PM","0.9",0.9464,0.0464
"15610","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","PM","0.95",0.9656,0.0156
"15611","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","CB","0.05",0.0760000000000001,0.026
"15612","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","CB","0.1",0.1172,0.0172
"15613","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","CB","0.25",0.2292,-0.0208
"15614","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","CB","0.5",0.4328,-0.0672
"15615","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","CB","0.75",0.8064,0.0564
"15616","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","CB","0.9",0.8948,-0.0052
"15617","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","CB","0.95",0.9216,-0.0284
"15618","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","GR","0.05",0.082,0.032
"15619","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","GR","0.1",0.1168,0.0168
"15620","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","GR","0.25",0.2244,-0.0256
"15621","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","GR","0.5",0.4316,-0.0684
"15622","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","GR","0.75",0.7884,0.0384
"15623","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","GR","0.9",0.8996,-4e-04
"15624","Mixed","N = 25","ICC = 0.5","R = 10","DP-diffuse","GR","0.95",0.9324,-0.0176
"15625","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","ML","0.05",0.0552,0.0052
"15626","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","ML","0.1",0.1028,0.0028
"15627","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","ML","0.25",0.2488,-0.0012
"15628","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","ML","0.5",0.5024,0.0024
"15629","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","ML","0.75",0.780800000000001,0.0308
"15630","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","ML","0.9",0.876400000000001,-0.0236
"15631","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","ML","0.95",0.9152,-0.0348
"15632","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","PM","0.05",0.0316,-0.0184
"15633","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","PM","0.1",0.0692,-0.0308
"15634","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","PM","0.25",0.2032,-0.0468
"15635","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","PM","0.5",0.4876,-0.0124
"15636","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","PM","0.75",0.7984,0.0484
"15637","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","PM","0.9",0.906,0.006
"15638","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","PM","0.95",0.9352,-0.0148
"15639","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","CB","0.05",0.04,-0.01
"15640","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","CB","0.1",0.0868,-0.0132
"15641","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","CB","0.25",0.2288,-0.0212
"15642","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","CB","0.5",0.4952,-0.0048
"15643","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","CB","0.75",0.7916,0.0416
"15644","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","CB","0.9",0.8892,-0.0108
"15645","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","CB","0.95",0.926,-0.024
"15646","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","GR","0.05",0.0576,0.0076
"15647","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","GR","0.1",0.1008,8e-04
"15648","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","GR","0.25",0.234,-0.016
"15649","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","GR","0.5",0.4684,-0.0316
"15650","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","GR","0.75",0.800000000000001,0.05
"15651","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","GR","0.9",0.9008,8e-04
"15652","Mixed","N = 25","ICC = 0.9","R = 1","Gaussian","GR","0.95",0.9328,-0.0172
"15653","Mixed","N = 25","ICC = 0.9","R = 1","T","ML","0.05",0.0552,0.0052
"15654","Mixed","N = 25","ICC = 0.9","R = 1","T","ML","0.1",0.1028,0.0028
"15655","Mixed","N = 25","ICC = 0.9","R = 1","T","ML","0.25",0.2488,-0.0012
"15656","Mixed","N = 25","ICC = 0.9","R = 1","T","ML","0.5",0.5024,0.0024
"15657","Mixed","N = 25","ICC = 0.9","R = 1","T","ML","0.75",0.780800000000001,0.0308
"15658","Mixed","N = 25","ICC = 0.9","R = 1","T","ML","0.9",0.876400000000001,-0.0236
"15659","Mixed","N = 25","ICC = 0.9","R = 1","T","ML","0.95",0.9152,-0.0348
"15660","Mixed","N = 25","ICC = 0.9","R = 1","T","PM","0.05",0.0292,-0.0208
"15661","Mixed","N = 25","ICC = 0.9","R = 1","T","PM","0.1",0.066,-0.034
"15662","Mixed","N = 25","ICC = 0.9","R = 1","T","PM","0.25",0.1916,-0.0584
"15663","Mixed","N = 25","ICC = 0.9","R = 1","T","PM","0.5",0.4916,-0.0084
"15664","Mixed","N = 25","ICC = 0.9","R = 1","T","PM","0.75",0.804,0.054
"15665","Mixed","N = 25","ICC = 0.9","R = 1","T","PM","0.9",0.902,0.002
"15666","Mixed","N = 25","ICC = 0.9","R = 1","T","PM","0.95",0.9352,-0.0148
"15667","Mixed","N = 25","ICC = 0.9","R = 1","T","CB","0.05",0.0384,-0.0116
"15668","Mixed","N = 25","ICC = 0.9","R = 1","T","CB","0.1",0.0788000000000001,-0.0212
"15669","Mixed","N = 25","ICC = 0.9","R = 1","T","CB","0.25",0.2224,-0.0276
"15670","Mixed","N = 25","ICC = 0.9","R = 1","T","CB","0.5",0.5004,4e-04
"15671","Mixed","N = 25","ICC = 0.9","R = 1","T","CB","0.75",0.7956,0.0456
"15672","Mixed","N = 25","ICC = 0.9","R = 1","T","CB","0.9",0.890400000000001,-0.0096
"15673","Mixed","N = 25","ICC = 0.9","R = 1","T","CB","0.95",0.924,-0.026
"15674","Mixed","N = 25","ICC = 0.9","R = 1","T","GR","0.05",0.054,0.004
"15675","Mixed","N = 25","ICC = 0.9","R = 1","T","GR","0.1",0.096,-0.004
"15676","Mixed","N = 25","ICC = 0.9","R = 1","T","GR","0.25",0.2256,-0.0244
"15677","Mixed","N = 25","ICC = 0.9","R = 1","T","GR","0.5",0.4708,-0.0292
"15678","Mixed","N = 25","ICC = 0.9","R = 1","T","GR","0.75",0.802400000000001,0.0524
"15679","Mixed","N = 25","ICC = 0.9","R = 1","T","GR","0.9",0.9,0
"15680","Mixed","N = 25","ICC = 0.9","R = 1","T","GR","0.95",0.9308,-0.0192
"15681","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","ML","0.05",0.0552,0.0052
"15682","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","ML","0.1",0.1028,0.0028
"15683","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","ML","0.25",0.2488,-0.0012
"15684","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","ML","0.5",0.5024,0.0024
"15685","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","ML","0.75",0.780800000000001,0.0308
"15686","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","ML","0.9",0.876400000000001,-0.0236
"15687","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","ML","0.95",0.9152,-0.0348
"15688","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","PM","0.05",0.0184,-0.0316
"15689","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","PM","0.1",0.046,-0.054
"15690","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","PM","0.25",0.1716,-0.0784
"15691","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","PM","0.5",0.5536,0.0536
"15692","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","PM","0.75",0.788000000000001,0.038
"15693","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","PM","0.9",0.8924,-0.0076
"15694","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","PM","0.95",0.9308,-0.0192
"15695","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","CB","0.05",0.0232,-0.0268
"15696","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","CB","0.1",0.0536,-0.0464
"15697","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","CB","0.25",0.1956,-0.0544
"15698","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","CB","0.5",0.5612,0.0612
"15699","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","CB","0.75",0.7828,0.0328
"15700","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","CB","0.9",0.88,-0.02
"15701","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","CB","0.95",0.9204,-0.0296
"15702","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","GR","0.05",0.0348,-0.0152
"15703","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","GR","0.1",0.0692,-0.0308
"15704","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","GR","0.25",0.21,-0.04
"15705","Mixed","N = 25","ICC = 0.9","R = 1","DP-diffuse","GR","0.5",0.524,0.024
