"","quantity","truth","N","ICC","rsr","assumed","estimator","value"
"114","ISEL","Gaussian","N = 25","I = 0.9","R = 5","Gaussian","PM",0.01248833681104
"115","ISEL","Gaussian","N = 25","I = 0.9","R = 5","Gaussian","CB",0.0113774094572659
"116","ISEL","Gaussian","N = 25","I = 0.9","R = 5","Gaussian","GR",0.00885842887605734
"117","ISEL","Gaussian","N = 25","I = 0.9","R = 5","T","ML",0.0120293637753689
"118","ISEL","Gaussian","N = 25","I = 0.9","R = 5","T","PM",0.0130311305951628
"119","ISEL","Gaussian","N = 25","I = 0.9","R = 5","T","CB",0.0116761541972705
"120","ISEL","Gaussian","N = 25","I = 0.9","R = 5","T","GR",0.00904984211955442
"121","ISEL","Gaussian","N = 25","I = 0.9","R = 5","DP-diffuse","ML",0.0120293637753689
"122","ISEL","Gaussian","N = 25","I = 0.9","R = 5","DP-diffuse","PM",0.0142450324791041
"123","ISEL","Gaussian","N = 25","I = 0.9","R = 5","DP-diffuse","CB",0.0132671250259912
"124","ISEL","Gaussian","N = 25","I = 0.9","R = 5","DP-diffuse","GR",0.010095720022936
"125","ISEL","Gaussian","N = 25","I = 0.9","R = 5","DP-Inform","ML",0.0120293637753689
"126","ISEL","Gaussian","N = 25","I = 0.9","R = 5","DP-Inform","PM",0.0166655854273466
"127","ISEL","Gaussian","N = 25","I = 0.9","R = 5","DP-Inform","CB",0.0156522863107352
"128","ISEL","Gaussian","N = 25","I = 0.9","R = 5","DP-Inform","GR",0.0126316468815163
"129","ISEL","Gaussian","N = 25","I = 0.9","R = 10","Gaussian","ML",0.0159585076309319
"130","ISEL","Gaussian","N = 25","I = 0.9","R = 10","Gaussian","PM",0.0140801968275602
"131","ISEL","Gaussian","N = 25","I = 0.9","R = 10","Gaussian","CB",0.0129727952451988
"132","ISEL","Gaussian","N = 25","I = 0.9","R = 10","Gaussian","GR",0.0100160866424895
"133","ISEL","Gaussian","N = 25","I = 0.9","R = 10","T","ML",0.0159585076309319
"134","ISEL","Gaussian","N = 25","I = 0.9","R = 10","T","PM",0.0145263730395305
"135","ISEL","Gaussian","N = 25","I = 0.9","R = 10","T","CB",0.0132008438140474
"136","ISEL","Gaussian","N = 25","I = 0.9","R = 10","T","GR",0.0101303703400048
"137","ISEL","Gaussian","N = 25","I = 0.9","R = 10","DP-diffuse","ML",0.0159585076309319
"138","ISEL","Gaussian","N = 25","I = 0.9","R = 10","DP-diffuse","PM",0.0156549476606755
"139","ISEL","Gaussian","N = 25","I = 0.9","R = 10","DP-diffuse","CB",0.0147745212133064
"140","ISEL","Gaussian","N = 25","I = 0.9","R = 10","DP-diffuse","GR",0.0115026266166806
"141","ISEL","Gaussian","N = 25","I = 0.9","R = 10","DP-Inform","ML",0.0159585076309319
"142","ISEL","Gaussian","N = 25","I = 0.9","R = 10","DP-Inform","PM",0.017625257573586
"143","ISEL","Gaussian","N = 25","I = 0.9","R = 10","DP-Inform","CB",0.0165412318078149
"144","ISEL","Gaussian","N = 25","I = 0.9","R = 10","DP-Inform","GR",0.0140211370104484
"145","ISEL","Gaussian","N = 50","I = 0.1","R = 1","Gaussian","ML",0.324555005115791
"146","ISEL","Gaussian","N = 50","I = 0.1","R = 1","Gaussian","PM",0.211173975320351
"147","ISEL","Gaussian","N = 50","I = 0.1","R = 1","Gaussian","CB",0.0776700050739862
"148","ISEL","Gaussian","N = 50","I = 0.1","R = 1","Gaussian","GR",0.0822660432111491
"149","ISEL","Gaussian","N = 50","I = 0.1","R = 1","T","ML",0.324555005115791
"150","ISEL","Gaussian","N = 50","I = 0.1","R = 1","T","PM",0.210711267182829
"151","ISEL","Gaussian","N = 50","I = 0.1","R = 1","T","CB",0.0732417141156233
"152","ISEL","Gaussian","N = 50","I = 0.1","R = 1","T","GR",0.0792002549617707
"153","ISEL","Gaussian","N = 50","I = 0.1","R = 1","DP-diffuse","ML",0.324555005115791
"154","ISEL","Gaussian","N = 50","I = 0.1","R = 1","DP-diffuse","PM",0.186352133656478
"155","ISEL","Gaussian","N = 50","I = 0.1","R = 1","DP-diffuse","CB",0.130605926026696
"156","ISEL","Gaussian","N = 50","I = 0.1","R = 1","DP-diffuse","GR",0.121386491769488
"157","ISEL","Gaussian","N = 50","I = 0.1","R = 1","DP-Inform","ML",0.324555005115791
"158","ISEL","Gaussian","N = 50","I = 0.1","R = 1","DP-Inform","PM",0.200237729507061
"159","ISEL","Gaussian","N = 50","I = 0.1","R = 1","DP-Inform","CB",0.072441038762491
"160","ISEL","Gaussian","N = 50","I = 0.1","R = 1","DP-Inform","GR",0.0721808314997232
"161","ISEL","Gaussian","N = 50","I = 0.1","R = 5","Gaussian","ML",0.359658138560022
"162","ISEL","Gaussian","N = 50","I = 0.1","R = 5","Gaussian","PM",0.18817779906893
"163","ISEL","Gaussian","N = 50","I = 0.1","R = 5","Gaussian","CB",0.0701953552718446
"164","ISEL","Gaussian","N = 50","I = 0.1","R = 5","Gaussian","GR",0.0733919117989306
"165","ISEL","Gaussian","N = 50","I = 0.1","R = 5","T","ML",0.359658138560022
"166","ISEL","Gaussian","N = 50","I = 0.1","R = 5","T","PM",0.178935241663081
"167","ISEL","Gaussian","N = 50","I = 0.1","R = 5","T","CB",0.0671103546832594
"168","ISEL","Gaussian","N = 50","I = 0.1","R = 5","T","GR",0.0689364020570444
"169","ISEL","Gaussian","N = 50","I = 0.1","R = 5","DP-diffuse","ML",0.359658138560022
"170","ISEL","Gaussian","N = 50","I = 0.1","R = 5","DP-diffuse","PM",0.157606090877023
"171","ISEL","Gaussian","N = 50","I = 0.1","R = 5","DP-diffuse","CB",0.100995715060895
"172","ISEL","Gaussian","N = 50","I = 0.1","R = 5","DP-diffuse","GR",0.0902020268226764
"173","ISEL","Gaussian","N = 50","I = 0.1","R = 5","DP-Inform","ML",0.359658138560022
"174","ISEL","Gaussian","N = 50","I = 0.1","R = 5","DP-Inform","PM",0.171465027349314
"175","ISEL","Gaussian","N = 50","I = 0.1","R = 5","DP-Inform","CB",0.0631910278125038
"176","ISEL","Gaussian","N = 50","I = 0.1","R = 5","DP-Inform","GR",0.0645306585053746
"177","ISEL","Gaussian","N = 50","I = 0.1","R = 10","Gaussian","ML",0.385116544904667
"178","ISEL","Gaussian","N = 50","I = 0.1","R = 10","Gaussian","PM",0.171379016046416
"179","ISEL","Gaussian","N = 50","I = 0.1","R = 10","Gaussian","CB",0.0656212348231449
"180","ISEL","Gaussian","N = 50","I = 0.1","R = 10","Gaussian","GR",0.0666469105108788
"181","ISEL","Gaussian","N = 50","I = 0.1","R = 10","T","ML",0.385116544904667
"182","ISEL","Gaussian","N = 50","I = 0.1","R = 10","T","PM",0.165934475806767
"183","ISEL","Gaussian","N = 50","I = 0.1","R = 10","T","CB",0.0637324769513318
"184","ISEL","Gaussian","N = 50","I = 0.1","R = 10","T","GR",0.0637910937973129
"185","ISEL","Gaussian","N = 50","I = 0.1","R = 10","DP-diffuse","ML",0.385116544904667
"186","ISEL","Gaussian","N = 50","I = 0.1","R = 10","DP-diffuse","PM",0.14126494188637
"187","ISEL","Gaussian","N = 50","I = 0.1","R = 10","DP-diffuse","CB",0.0798038388019919
"188","ISEL","Gaussian","N = 50","I = 0.1","R = 10","DP-diffuse","GR",0.0680953644828418
"189","ISEL","Gaussian","N = 50","I = 0.1","R = 10","DP-Inform","ML",0.385116544904667
"190","ISEL","Gaussian","N = 50","I = 0.1","R = 10","DP-Inform","PM",0.161880826028305
"191","ISEL","Gaussian","N = 50","I = 0.1","R = 10","DP-Inform","CB",0.0606994733565846
"192","ISEL","Gaussian","N = 50","I = 0.1","R = 10","DP-Inform","GR",0.0614427026469753
"193","ISEL","Gaussian","N = 50","I = 0.5","R = 1","Gaussian","ML",0.0351835150438176
"194","ISEL","Gaussian","N = 50","I = 0.5","R = 1","Gaussian","PM",0.0449090883383819
"195","ISEL","Gaussian","N = 50","I = 0.5","R = 1","Gaussian","CB",0.0198720470678154
"196","ISEL","Gaussian","N = 50","I = 0.5","R = 1","Gaussian","GR",0.0188656669984483
"197","ISEL","Gaussian","N = 50","I = 0.5","R = 1","T","ML",0.0351835150438176
"198","ISEL","Gaussian","N = 50","I = 0.5","R = 1","T","PM",0.0490635337850443
"199","ISEL","Gaussian","N = 50","I = 0.5","R = 1","T","CB",0.0209961361638631
"200","ISEL","Gaussian","N = 50","I = 0.5","R = 1","T","GR",0.0204910485974391
"201","ISEL","Gaussian","N = 50","I = 0.5","R = 1","DP-diffuse","ML",0.0351835150438176
"202","ISEL","Gaussian","N = 50","I = 0.5","R = 1","DP-diffuse","PM",0.0347198800292776
"203","ISEL","Gaussian","N = 50","I = 0.5","R = 1","DP-diffuse","CB",0.0188185088653248
"204","ISEL","Gaussian","N = 50","I = 0.5","R = 1","DP-diffuse","GR",0.0144120319569096
"205","ISEL","Gaussian","N = 50","I = 0.5","R = 1","DP-Inform","ML",0.0351835150438176
"206","ISEL","Gaussian","N = 50","I = 0.5","R = 1","DP-Inform","PM",0.0534669730687929
"207","ISEL","Gaussian","N = 50","I = 0.5","R = 1","DP-Inform","CB",0.0313323114194965
"208","ISEL","Gaussian","N = 50","I = 0.5","R = 1","DP-Inform","GR",0.0256552496665972
"209","ISEL","Gaussian","N = 50","I = 0.5","R = 5","Gaussian","ML",0.0466227484772696
"210","ISEL","Gaussian","N = 50","I = 0.5","R = 5","Gaussian","PM",0.0381759484805374
"211","ISEL","Gaussian","N = 50","I = 0.5","R = 5","Gaussian","CB",0.0181203356920184
"212","ISEL","Gaussian","N = 50","I = 0.5","R = 5","Gaussian","GR",0.0142784608552911
"213","ISEL","Gaussian","N = 50","I = 0.5","R = 5","T","ML",0.0466227484772696
"214","ISEL","Gaussian","N = 50","I = 0.5","R = 5","T","PM",0.0401866696286448
"215","ISEL","Gaussian","N = 50","I = 0.5","R = 5","T","CB",0.0192241939461879
"216","ISEL","Gaussian","N = 50","I = 0.5","R = 5","T","GR",0.0149859968254571
"217","ISEL","Gaussian","N = 50","I = 0.5","R = 5","DP-diffuse","ML",0.0466227484772696
"218","ISEL","Gaussian","N = 50","I = 0.5","R = 5","DP-diffuse","PM",0.035710198871656
"219","ISEL","Gaussian","N = 50","I = 0.5","R = 5","DP-diffuse","CB",0.0200457012337314
"220","ISEL","Gaussian","N = 50","I = 0.5","R = 5","DP-diffuse","GR",0.0151168333896007
"221","ISEL","Gaussian","N = 50","I = 0.5","R = 5","DP-Inform","ML",0.0466227484772696
"222","ISEL","Gaussian","N = 50","I = 0.5","R = 5","DP-Inform","PM",0.0455835241175534
"223","ISEL","Gaussian","N = 50","I = 0.5","R = 5","DP-Inform","CB",0.0268333212672873
"224","ISEL","Gaussian","N = 50","I = 0.5","R = 5","DP-Inform","GR",0.0254109557876694
"225","ISEL","Gaussian","N = 50","I = 0.5","R = 10","Gaussian","ML",0.0562833441510763
"226","ISEL","Gaussian","N = 50","I = 0.5","R = 10","Gaussian","PM",0.0359856124077141
"227","ISEL","Gaussian","N = 50","I = 0.5","R = 10","Gaussian","CB",0.0160789545826418
"228","ISEL","Gaussian","N = 50","I = 0.5","R = 10","Gaussian","GR",0.0124080294588521
"229","ISEL","Gaussian","N = 50","I = 0.5","R = 10","T","ML",0.0562833441510763
"230","ISEL","Gaussian","N = 50","I = 0.5","R = 10","T","PM",0.0383714761900101
"231","ISEL","Gaussian","N = 50","I = 0.5","R = 10","T","CB",0.0175166540413694
"232","ISEL","Gaussian","N = 50","I = 0.5","R = 10","T","GR",0.0129582254528351
"233","ISEL","Gaussian","N = 50","I = 0.5","R = 10","DP-diffuse","ML",0.0562833441510763
"234","ISEL","Gaussian","N = 50","I = 0.5","R = 10","DP-diffuse","PM",0.0361035111342437
"235","ISEL","Gaussian","N = 50","I = 0.5","R = 10","DP-diffuse","CB",0.0183088033314379
"236","ISEL","Gaussian","N = 50","I = 0.5","R = 10","DP-diffuse","GR",0.0145484570588931
"237","ISEL","Gaussian","N = 50","I = 0.5","R = 10","DP-Inform","ML",0.0562833441510763
"238","ISEL","Gaussian","N = 50","I = 0.5","R = 10","DP-Inform","PM",0.0423023653654099
"239","ISEL","Gaussian","N = 50","I = 0.5","R = 10","DP-Inform","CB",0.0216457251020816
"240","ISEL","Gaussian","N = 50","I = 0.5","R = 10","DP-Inform","GR",0.0216934070015076
"241","ISEL","Gaussian","N = 50","I = 0.9","R = 1","Gaussian","ML",0.00571554995439197
"242","ISEL","Gaussian","N = 50","I = 0.9","R = 1","Gaussian","PM",0.00564730337309912
"243","ISEL","Gaussian","N = 50","I = 0.9","R = 1","Gaussian","CB",0.00524130178664183
"244","ISEL","Gaussian","N = 50","I = 0.9","R = 1","Gaussian","GR",0.00389449366243552
"245","ISEL","Gaussian","N = 50","I = 0.9","R = 1","T","ML",0.00571554995439197
"246","ISEL","Gaussian","N = 50","I = 0.9","R = 1","T","PM",0.00601255606275498
"247","ISEL","Gaussian","N = 50","I = 0.9","R = 1","T","CB",0.00541909333265186
"248","ISEL","Gaussian","N = 50","I = 0.9","R = 1","T","GR",0.00401546482974261
"249","ISEL","Gaussian","N = 50","I = 0.9","R = 1","DP-diffuse","ML",0.00571554995439197
"250","ISEL","Gaussian","N = 50","I = 0.9","R = 1","DP-diffuse","PM",0.00678873180968541
"251","ISEL","Gaussian","N = 50","I = 0.9","R = 1","DP-diffuse","CB",0.0064927833081451
"252","ISEL","Gaussian","N = 50","I = 0.9","R = 1","DP-diffuse","GR",0.00434849703962674
"253","ISEL","Gaussian","N = 50","I = 0.9","R = 1","DP-Inform","ML",0.00571554995439197
"254","ISEL","Gaussian","N = 50","I = 0.9","R = 1","DP-Inform","PM",0.0101510582491576
"255","ISEL","Gaussian","N = 50","I = 0.9","R = 1","DP-Inform","CB",0.00993934832219935
"256","ISEL","Gaussian","N = 50","I = 0.9","R = 1","DP-Inform","GR",0.00693673851610582
"257","ISEL","Gaussian","N = 50","I = 0.9","R = 5","Gaussian","ML",0.00631494814400127
"258","ISEL","Gaussian","N = 50","I = 0.9","R = 5","Gaussian","PM",0.00627812886288209
"259","ISEL","Gaussian","N = 50","I = 0.9","R = 5","Gaussian","CB",0.00539905756386866
"260","ISEL","Gaussian","N = 50","I = 0.9","R = 5","Gaussian","GR",0.00400250805134128
"261","ISEL","Gaussian","N = 50","I = 0.9","R = 5","T","ML",0.00631494814400127
"262","ISEL","Gaussian","N = 50","I = 0.9","R = 5","T","PM",0.00673369863355975
"263","ISEL","Gaussian","N = 50","I = 0.9","R = 5","T","CB",0.00559709045418424
"264","ISEL","Gaussian","N = 50","I = 0.9","R = 5","T","GR",0.00410595676221045
"265","ISEL","Gaussian","N = 50","I = 0.9","R = 5","DP-diffuse","ML",0.00631494814400127
"266","ISEL","Gaussian","N = 50","I = 0.9","R = 5","DP-diffuse","PM",0.00701272146109493
"267","ISEL","Gaussian","N = 50","I = 0.9","R = 5","DP-diffuse","CB",0.00626810327711616
"268","ISEL","Gaussian","N = 50","I = 0.9","R = 5","DP-diffuse","GR",0.00449268437528719
"269","ISEL","Gaussian","N = 50","I = 0.9","R = 5","DP-Inform","ML",0.00631494814400127
"270","ISEL","Gaussian","N = 50","I = 0.9","R = 5","DP-Inform","PM",0.00899630726711797
"271","ISEL","Gaussian","N = 50","I = 0.9","R = 5","DP-Inform","CB",0.00823485664570307
"272","ISEL","Gaussian","N = 50","I = 0.9","R = 5","DP-Inform","GR",0.00702433957996312
"273","ISEL","Gaussian","N = 50","I = 0.9","R = 10","Gaussian","ML",0.00865692801457571
"274","ISEL","Gaussian","N = 50","I = 0.9","R = 10","Gaussian","PM",0.00773396651112777
"275","ISEL","Gaussian","N = 50","I = 0.9","R = 10","Gaussian","CB",0.00671322233990457
"276","ISEL","Gaussian","N = 50","I = 0.9","R = 10","Gaussian","GR",0.00466372641300788
"277","ISEL","Gaussian","N = 50","I = 0.9","R = 10","T","ML",0.00865692801457571
"278","ISEL","Gaussian","N = 50","I = 0.9","R = 10","T","PM",0.00818494107164406
"279","ISEL","Gaussian","N = 50","I = 0.9","R = 10","T","CB",0.00689442602383706
"280","ISEL","Gaussian","N = 50","I = 0.9","R = 10","T","GR",0.00474639223037738
"281","ISEL","Gaussian","N = 50","I = 0.9","R = 10","DP-diffuse","ML",0.00865692801457571
"282","ISEL","Gaussian","N = 50","I = 0.9","R = 10","DP-diffuse","PM",0.00863268858154412
"283","ISEL","Gaussian","N = 50","I = 0.9","R = 10","DP-diffuse","CB",0.0078038565250856
"284","ISEL","Gaussian","N = 50","I = 0.9","R = 10","DP-diffuse","GR",0.00552798431082858
"285","ISEL","Gaussian","N = 50","I = 0.9","R = 10","DP-Inform","ML",0.00865692801457571
"286","ISEL","Gaussian","N = 50","I = 0.9","R = 10","DP-Inform","PM",0.0103985743870319
"287","ISEL","Gaussian","N = 50","I = 0.9","R = 10","DP-Inform","CB",0.00951353138194381
