"","truth","N","ICC","rsr","assumed","estimator","tail_p","quantile","diff"
"287","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","ML","0.95",0.716,-0.234
"288","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","PM","0.05",0.024,-0.026
"289","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","PM","0.1",0.0644,-0.0356
"290","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","PM","0.25",0.2308,-0.0192
"291","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","PM","0.5",0.5272,0.0272
"292","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","PM","0.75",0.802,0.052
"293","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","PM","0.9",0.96,0.06
"294","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","PM","0.95",0.9796,0.0296
"295","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","CB","0.05",0.1256,0.0756
"296","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","CB","0.1",0.188,0.088
"297","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","CB","0.25",0.3256,0.0756
"298","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","CB","0.5",0.5152,0.0152
"299","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","CB","0.75",0.7,-0.05
"300","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","CB","0.9",0.841600000000001,-0.0584
"301","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","CB","0.95",0.8992,-0.0508
"302","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","GR","0.05",0.118,0.068
"303","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","GR","0.1",0.178,0.078
"304","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","GR","0.25",0.3128,0.0628
"305","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","GR","0.5",0.5176,0.0176
"306","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","GR","0.75",0.7168,-0.0332
"307","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","GR","0.9",0.8428,-0.0572
"308","Gaussian","N = 25","I = 0.1","R = 10","DP-diffuse","GR","0.95",0.8936,-0.0564
"309","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","ML","0.05",0.2876,0.2376
"310","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","ML","0.1",0.3348,0.2348
"311","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","ML","0.25",0.4068,0.1568
"312","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","ML","0.5",0.4944,-0.0056
"313","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","ML","0.75",0.5932,-0.1568
"314","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","ML","0.9",0.6748,-0.2252
"315","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","ML","0.95",0.716,-0.234
"316","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","PM","0.05",0.0128,-0.0372
"317","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","PM","0.1",0.0328,-0.0672
"318","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","PM","0.25",0.1576,-0.0924
"319","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","PM","0.5",0.5316,0.0316
"320","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","PM","0.75",0.8744,0.1244
"321","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","PM","0.9",0.9756,0.0756
"322","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","PM","0.95",0.9896,0.0396
"323","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","CB","0.05",0.0824,0.0324
"324","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","CB","0.1",0.1316,0.0316
"325","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","CB","0.25",0.2732,0.0232
"326","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","CB","0.5",0.5124,0.0124
"327","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","CB","0.75",0.7476,-0.0024
"328","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","CB","0.9",0.8892,-0.0108
"329","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","CB","0.95",0.9336,-0.0164
"330","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","GR","0.05",0.0732,0.0232
"331","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","GR","0.1",0.12,0.02
"332","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","GR","0.25",0.2664,0.0164
"333","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","GR","0.5",0.5216,0.0216
"334","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","GR","0.75",0.7616,0.0116
"335","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","GR","0.9",0.8924,-0.0076
"336","Gaussian","N = 25","I = 0.1","R = 10","DP-Inform","GR","0.95",0.9324,-0.0176
"337","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","ML","0.05",0.1284,0.0784
"338","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","ML","0.1",0.1856,0.0856
"339","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","ML","0.25",0.3308,0.0808
"340","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","ML","0.5",0.5016,0.0016
"341","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","ML","0.75",0.69,-0.06
"342","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","ML","0.9",0.816800000000001,-0.0832
"343","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","ML","0.95",0.8816,-0.0684
"344","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","PM","0.05",0.0192,-0.0308
"345","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","PM","0.1",0.0416,-0.0584
"346","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","PM","0.25",0.1552,-0.0948
"347","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","PM","0.5",0.5036,0.0036
"348","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","PM","0.75",0.862,0.112
"349","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","PM","0.9",0.9552,0.0552
"350","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","PM","0.95",0.9768,0.0268
"351","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","CB","0.05",0.052,0.002
"352","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","CB","0.1",0.0924,-0.0076
"353","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","CB","0.25",0.2384,-0.0116
"354","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","CB","0.5",0.5032,0.0032
"355","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","CB","0.75",0.7752,0.0252
"356","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","CB","0.9",0.9104,0.0104
"357","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","CB","0.95",0.9472,-0.0028
"358","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","GR","0.05",0.0536,0.0036
"359","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","GR","0.1",0.0947999999999999,-0.0052
"360","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","GR","0.25",0.2132,-0.0368
"361","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","GR","0.5",0.5032,0.0032
"362","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","GR","0.75",0.7964,0.0464
"363","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","GR","0.9",0.9116,0.0116
"364","Gaussian","N = 25","I = 0.5","R = 1","Gaussian","GR","0.95",0.9484,-0.0016
"365","Gaussian","N = 25","I = 0.5","R = 1","T","ML","0.05",0.1284,0.0784
"366","Gaussian","N = 25","I = 0.5","R = 1","T","ML","0.1",0.1856,0.0856
"367","Gaussian","N = 25","I = 0.5","R = 1","T","ML","0.25",0.3308,0.0808
"368","Gaussian","N = 25","I = 0.5","R = 1","T","ML","0.5",0.5016,0.0016
"369","Gaussian","N = 25","I = 0.5","R = 1","T","ML","0.75",0.69,-0.06
"370","Gaussian","N = 25","I = 0.5","R = 1","T","ML","0.9",0.816800000000001,-0.0832
"371","Gaussian","N = 25","I = 0.5","R = 1","T","ML","0.95",0.8816,-0.0684
"372","Gaussian","N = 25","I = 0.5","R = 1","T","PM","0.05",0.02,-0.03
"373","Gaussian","N = 25","I = 0.5","R = 1","T","PM","0.1",0.0384,-0.0616
"374","Gaussian","N = 25","I = 0.5","R = 1","T","PM","0.25",0.144,-0.106
"375","Gaussian","N = 25","I = 0.5","R = 1","T","PM","0.5",0.5184,0.0184
"376","Gaussian","N = 25","I = 0.5","R = 1","T","PM","0.75",0.874,0.124
"377","Gaussian","N = 25","I = 0.5","R = 1","T","PM","0.9",0.9564,0.0564
"378","Gaussian","N = 25","I = 0.5","R = 1","T","PM","0.95",0.976,0.026
"379","Gaussian","N = 25","I = 0.5","R = 1","T","CB","0.05",0.048,-0.002
"380","Gaussian","N = 25","I = 0.5","R = 1","T","CB","0.1",0.0872,-0.0128
"381","Gaussian","N = 25","I = 0.5","R = 1","T","CB","0.25",0.222,-0.028
"382","Gaussian","N = 25","I = 0.5","R = 1","T","CB","0.5",0.506,0.006
"383","Gaussian","N = 25","I = 0.5","R = 1","T","CB","0.75",0.7896,0.0396
"384","Gaussian","N = 25","I = 0.5","R = 1","T","CB","0.9",0.9136,0.0136
"385","Gaussian","N = 25","I = 0.5","R = 1","T","CB","0.95",0.948,-0.002
"386","Gaussian","N = 25","I = 0.5","R = 1","T","GR","0.05",0.05,0
"387","Gaussian","N = 25","I = 0.5","R = 1","T","GR","0.1",0.0876,-0.0124
"388","Gaussian","N = 25","I = 0.5","R = 1","T","GR","0.25",0.2052,-0.0448
"389","Gaussian","N = 25","I = 0.5","R = 1","T","GR","0.5",0.508,0.008
"390","Gaussian","N = 25","I = 0.5","R = 1","T","GR","0.75",0.806,0.056
"391","Gaussian","N = 25","I = 0.5","R = 1","T","GR","0.9",0.9176,0.0176
"392","Gaussian","N = 25","I = 0.5","R = 1","T","GR","0.95",0.949199999999999,-8e-04
"393","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","ML","0.05",0.1284,0.0784
"394","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","ML","0.1",0.1856,0.0856
"395","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","ML","0.25",0.3308,0.0808
"396","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","ML","0.5",0.5016,0.0016
"397","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","ML","0.75",0.69,-0.06
"398","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","ML","0.9",0.816800000000001,-0.0832
"399","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","ML","0.95",0.8816,-0.0684
"400","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","PM","0.05",0.0192,-0.0308
"401","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","PM","0.1",0.048,-0.052
"402","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","PM","0.25",0.1824,-0.0676
"403","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","PM","0.5",0.5136,0.0136
"404","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","PM","0.75",0.834,0.084
"405","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","PM","0.9",0.948,0.048
"406","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","PM","0.95",0.9748,0.0248
"407","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.05",0.0572,0.0072
"408","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.1",0.112,0.012
"409","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.25",0.2656,0.0156
"410","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.5",0.5096,0.0096
"411","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.75",0.7512,0.0012
"412","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.9",0.9008,8e-04
"413","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.95",0.9396,-0.0104
"414","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.05",0.0588,0.0088
"415","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.1",0.106,0.006
"416","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.25",0.2508,8e-04
"417","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.5",0.51,0.01
"418","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.75",0.7604,0.0104
"419","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.9",0.8948,-0.0052
"420","Gaussian","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.95",0.9408,-0.0092
"421","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.05",0.1284,0.0784
"422","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.1",0.1856,0.0856
"423","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.25",0.3308,0.0808
"424","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.5",0.5016,0.0016
"425","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.75",0.69,-0.06
"426","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.9",0.816800000000001,-0.0832
"427","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.95",0.8816,-0.0684
"428","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.05",0.0148,-0.0352
"429","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.1",0.0356,-0.0644
"430","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.25",0.1636,-0.0864
"431","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.5",0.5188,0.0188
"432","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.75",0.8588,0.1088
"433","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.9",0.956,0.056
"434","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.95",0.9796,0.0296
"435","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.05",0.0448,-0.0052
"436","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.1",0.0924,-0.0076
"437","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.25",0.242,-0.008
"438","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.5",0.5092,0.0092
"439","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.75",0.7712,0.0212
"440","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.9",0.9076,0.0076
"441","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.95",0.9464,-0.0036
"442","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.05",0.0468,-0.0032
"443","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.1",0.092,-0.008
"444","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.25",0.2316,-0.0184
"445","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.5",0.5128,0.0128
"446","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.75",0.7832,0.0332
"447","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.9",0.9072,0.0072
"448","Gaussian","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.95",0.9484,-0.0016
"449","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","ML","0.05",0.1352,0.0852
"450","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","ML","0.1",0.1896,0.0896
"451","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","ML","0.25",0.3188,0.0688
"452","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","ML","0.5",0.492,-0.008
"453","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","ML","0.75",0.684,-0.066
"454","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","ML","0.9",0.8048,-0.0952
"455","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","ML","0.95",0.8616,-0.0884
"456","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","PM","0.05",0.018,-0.032
"457","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","PM","0.1",0.042,-0.058
"458","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","PM","0.25",0.1332,-0.1168
"459","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","PM","0.5",0.474,-0.026
"460","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","PM","0.75",0.837200000000001,0.0872
"461","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","PM","0.9",0.956,0.056
"462","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","PM","0.95",0.9812,0.0312
"463","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","CB","0.05",0.0504,4e-04
"464","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","CB","0.1",0.086,-0.014
"465","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","CB","0.25",0.2056,-0.0444
"466","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","CB","0.5",0.484,-0.016
"467","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","CB","0.75",0.7772,0.0272
"468","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","CB","0.9",0.9,0
"469","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","CB","0.95",0.9444,-0.0056
"470","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","GR","0.05",0.0464,-0.0036
"471","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","GR","0.1",0.0868,-0.0132
"472","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","GR","0.25",0.2068,-0.0432
"473","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","GR","0.5",0.4788,-0.0212
"474","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","GR","0.75",0.7708,0.0208
"475","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","GR","0.9",0.904,0.004
"476","Gaussian","N = 25","I = 0.5","R = 5","Gaussian","GR","0.95",0.9452,-0.0048
"477","Gaussian","N = 25","I = 0.5","R = 5","T","ML","0.05",0.1352,0.0852
"478","Gaussian","N = 25","I = 0.5","R = 5","T","ML","0.1",0.1896,0.0896
"479","Gaussian","N = 25","I = 0.5","R = 5","T","ML","0.25",0.3188,0.0688
"480","Gaussian","N = 25","I = 0.5","R = 5","T","ML","0.5",0.492,-0.008
"481","Gaussian","N = 25","I = 0.5","R = 5","T","ML","0.75",0.684,-0.066
"482","Gaussian","N = 25","I = 0.5","R = 5","T","ML","0.9",0.8048,-0.0952
"483","Gaussian","N = 25","I = 0.5","R = 5","T","ML","0.95",0.8616,-0.0884
"484","Gaussian","N = 25","I = 0.5","R = 5","T","PM","0.05",0.0192,-0.0308
"485","Gaussian","N = 25","I = 0.5","R = 5","T","PM","0.1",0.0416,-0.0584
"486","Gaussian","N = 25","I = 0.5","R = 5","T","PM","0.25",0.1284,-0.1216
"487","Gaussian","N = 25","I = 0.5","R = 5","T","PM","0.5",0.4808,-0.0192
"488","Gaussian","N = 25","I = 0.5","R = 5","T","PM","0.75",0.840800000000001,0.0908
"489","Gaussian","N = 25","I = 0.5","R = 5","T","PM","0.9",0.954,0.054
"490","Gaussian","N = 25","I = 0.5","R = 5","T","PM","0.95",0.9776,0.0276
"491","Gaussian","N = 25","I = 0.5","R = 5","T","CB","0.05",0.0508,8e-04
"492","Gaussian","N = 25","I = 0.5","R = 5","T","CB","0.1",0.0852,-0.0148
"493","Gaussian","N = 25","I = 0.5","R = 5","T","CB","0.25",0.1988,-0.0512
"494","Gaussian","N = 25","I = 0.5","R = 5","T","CB","0.5",0.4848,-0.0152
"495","Gaussian","N = 25","I = 0.5","R = 5","T","CB","0.75",0.7844,0.0344
"496","Gaussian","N = 25","I = 0.5","R = 5","T","CB","0.9",0.9024,0.0024
"497","Gaussian","N = 25","I = 0.5","R = 5","T","CB","0.95",0.9432,-0.0068
"498","Gaussian","N = 25","I = 0.5","R = 5","T","GR","0.05",0.0464,-0.0036
"499","Gaussian","N = 25","I = 0.5","R = 5","T","GR","0.1",0.0828,-0.0172
"500","Gaussian","N = 25","I = 0.5","R = 5","T","GR","0.25",0.1996,-0.0504
"501","Gaussian","N = 25","I = 0.5","R = 5","T","GR","0.5",0.4812,-0.0188
"502","Gaussian","N = 25","I = 0.5","R = 5","T","GR","0.75",0.7768,0.0268
"503","Gaussian","N = 25","I = 0.5","R = 5","T","GR","0.9",0.908,0.008
"504","Gaussian","N = 25","I = 0.5","R = 5","T","GR","0.95",0.9476,-0.0024
"505","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.05",0.1352,0.0852
"506","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.1",0.1896,0.0896
"507","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.25",0.3188,0.0688
"508","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.5",0.492,-0.008
"509","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.75",0.684,-0.066
"510","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.9",0.8048,-0.0952
"511","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.95",0.8616,-0.0884
"512","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.05",0.0176,-0.0324
"513","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.1",0.0448,-0.0552
"514","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.25",0.1488,-0.1012
"515","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.5",0.4812,-0.0188
"516","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.75",0.822,0.072
"517","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.9",0.9476,0.0476
"518","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.95",0.9792,0.0292
"519","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.05",0.0528,0.0028
"520","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.1",0.092,-0.008
"521","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.25",0.2216,-0.0284
"522","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.5",0.4892,-0.0108
"523","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.75",0.7532,0.0032
"524","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.9",0.8896,-0.0104
"525","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.95",0.9376,-0.0124
"526","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.05",0.0512,0.0012
"527","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.1",0.0956,-0.0044
"528","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.25",0.2288,-0.0212
"529","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.5",0.486,-0.014
"530","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.75",0.7488,-0.0012
"531","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.9",0.894,-0.006
"532","Gaussian","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.95",0.9392,-0.0108
"533","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.05",0.1352,0.0852
"534","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.1",0.1896,0.0896
"535","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.25",0.3188,0.0688
"536","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.5",0.492,-0.008
"537","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.75",0.684,-0.066
"538","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.9",0.8048,-0.0952
"539","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.95",0.8616,-0.0884
"540","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.05",0.0148,-0.0352
"541","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.1",0.038,-0.062
"542","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.25",0.1296,-0.1204
"543","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.5",0.4788,-0.0212
"544","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.75",0.8392,0.0892
"545","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.9",0.9524,0.0524
"546","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.95",0.9844,0.0344
"547","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.05",0.0464,-0.0036
"548","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.1",0.08,-0.02
"549","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.25",0.2072,-0.0428
"550","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.5",0.4848,-0.0152
"551","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.75",0.7732,0.0232
"552","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.9",0.907200000000001,0.0072
"553","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.95",0.9424,-0.0076
"554","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.05",0.0436,-0.0064
"555","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.1",0.086,-0.014
"556","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.25",0.2096,-0.0404
"557","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.5",0.4828,-0.0172
"558","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.75",0.7636,0.0136
"559","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.9",0.9044,0.0044
"560","Gaussian","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.95",0.9492,-8e-04
"561","Gaussian","N = 25","I = 0.5","R = 10","Gaussian","ML","0.05",0.1432,0.0932
"562","Gaussian","N = 25","I = 0.5","R = 10","Gaussian","ML","0.1",0.2016,0.1016
"563","Gaussian","N = 25","I = 0.5","R = 10","Gaussian","ML","0.25",0.3248,0.0748
